ID_ESTAC,NOM_ESTACIO,NOM_ORIGINAL,DATA_UTC,PERIODE_UTC,ES_AHIR,ESTAT,DATA_EXTRACCIO,HORA_CONSULTA_UTC,URL_FONT,CAPÇALERES_TROBADES,CAPÇALERES_LLISTAT,VAR_DVM_10_m_graus,VAR_DVM_2_m_graus,VAR_DVM_6_m_graus,VAR_GN_cm,VAR_HRM_perc,VAR_PM_hPa,VAR_PPT_mm,VAR_Període_TU,VAR_RS_W_m_2,VAR_TM_grausC,VAR_TN_grausC,VAR_TX_grausC,VAR_VVM_10_m_km_h,VAR_VVM_2_m_km_h,VAR_VVM_6_m_km_h,VAR_VVX_10_m_km_h,VAR_VVX_2_m_km_h,VAR_VVX_6_m_km_h,PERIODE,TM,TX,TN,HR,PPT,VVM,DVM,VVX,PM,Col_00,Col_01,Col_02,Col_03,Col_04,Col_05,Col_06,Col_07,Col_08,Col_09,RS,Col_10,Col_11
CG,Molló - Fabert,MOLLO___FABERT_CG,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:31:29,16:00,https://www.meteo.cat/observacions/xema/dades?codi=CG&dia=2026-02-07T16:00Z,12,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",192,,,0,78,1005.5,0.0,15:30 - 16:00,49,3.7,3.5,3.7,4.0,,,12.6,,,15:30 - 16:00,3.7,3.7,3.5,78,0.0,0,4.0,192,12.6,15:30 - 16:00,3.7,3.7,3.5,78,0.0,0,4.0,192,12.6,1005.5,1005.5,49
CG,Molló - Fabert,MOLLO___FABERT_CG,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:31:30,00:00,https://www.meteo.cat/observacions/xema/dades?codi=CG&dia=2026-02-06T00:00Z,12,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",190,,,2,57,1000.9,0.0,23:30 - 00:00,0,4.0,3.8,4.1,8.3,,,17.6,,,23:30 - 00:00,4.0,4.1,3.8,57,0.0,2,8.3,190,17.6,23:30 - 00:00,4.0,4.1,3.8,57,0.0,2,8.3,190,17.6,1000.9,1000.9,0
CG,Molló - Fabert,MOLLO___FABERT_CG,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:31:30,00:00,https://www.meteo.cat/observacions/xema/dades?codi=CG&dia=2026-02-06T00:00Z,12,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",181,,,2,56,1000.9,0.0,23:00 - 23:30,0,4.1,3.9,4.3,6.1,,,22.0,,,23:00 - 23:30,4.1,4.3,3.9,56,0.0,2,6.1,181,22.0,23:00 - 23:30,4.1,4.3,3.9,56,0.0,2,6.1,181,22.0,1000.9,1000.9,0
CG,Molló - Fabert,MOLLO___FABERT_CG,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:31:30,00:00,https://www.meteo.cat/observacions/xema/dades?codi=CG&dia=2026-02-06T00:00Z,12,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",210,,,2,59,1000.8,0.0,22:30 - 23:00,0,4.1,3.9,4.3,12.6,,,31.0,,,22:30 - 23:00,4.1,4.3,3.9,59,0.0,2,12.6,210,31.0,22:30 - 23:00,4.1,4.3,3.9,59,0.0,2,12.6,210,31.0,1000.8,1000.8,0
CG,Molló - Fabert,MOLLO___FABERT_CG,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:31:30,00:00,https://www.meteo.cat/observacions/xema/dades?codi=CG&dia=2026-02-06T00:00Z,12,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",217,,,2,61,1000.9,0.0,22:00 - 22:30,0,4.2,4.0,4.4,18.4,,,38.5,,,22:00 - 22:30,4.2,4.4,4.0,61,0.0,2,18.4,217,38.5,22:00 - 22:30,4.2,4.4,4.0,61,0.0,2,18.4,217,38.5,1000.9,1000.9,0
WN,Monistrol de Montserrat - Montserrat - Sant Dimes,MONISTROL_DE_MONTSERRAT___MONTSERRAT___SANT_DIMES_,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:31:32,16:00,https://www.meteo.cat/observacions/xema/dades?codi=WN&dia=2026-02-07T16:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (6 m) km/h, DVM (6 m) graus, VVX (6 m) km/h, RS W/m 2",,,251,,62,,0.0,15:30 - 16:00,157,6.2,5.8,6.4,,,13.7,,,41.8,15:30 - 16:00,6.2,6.4,5.8,62,0.0,13.7,251,41.8,157,15:30 - 16:00,6.2,6.4,5.8,62,0.0,13.7,251,41.8,157,,,
WN,Monistrol de Montserrat - Montserrat - Sant Dimes,MONISTROL_DE_MONTSERRAT___MONTSERRAT___SANT_DIMES_,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:31:34,00:00,https://www.meteo.cat/observacions/xema/dades?codi=WN&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (6 m) km/h, DVM (6 m) graus, VVX (6 m) km/h, RS W/m 2",,,295,,72,,0.0,23:30 - 00:00,0,6.3,6.0,6.5,,,14.0,,,45.0,23:30 - 00:00,6.3,6.5,6.0,72,0.0,14.0,295,45.0,0,23:30 - 00:00,6.3,6.5,6.0,72,0.0,14.0,295,45.0,0,,,
WN,Monistrol de Montserrat - Montserrat - Sant Dimes,MONISTROL_DE_MONTSERRAT___MONTSERRAT___SANT_DIMES_,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:31:34,00:00,https://www.meteo.cat/observacions/xema/dades?codi=WN&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (6 m) km/h, DVM (6 m) graus, VVX (6 m) km/h, RS W/m 2",,,304,,70,,0.0,23:00 - 23:30,0,6.6,6.2,6.9,,,11.2,,,30.2,23:00 - 23:30,6.6,6.9,6.2,70,0.0,11.2,304,30.2,0,23:00 - 23:30,6.6,6.9,6.2,70,0.0,11.2,304,30.2,0,,,
WN,Monistrol de Montserrat - Montserrat - Sant Dimes,MONISTROL_DE_MONTSERRAT___MONTSERRAT___SANT_DIMES_,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:31:34,00:00,https://www.meteo.cat/observacions/xema/dades?codi=WN&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (6 m) km/h, DVM (6 m) graus, VVX (6 m) km/h, RS W/m 2",,,329,,67,,0.0,22:30 - 23:00,0,6.9,6.7,7.1,,,10.8,,,21.6,22:30 - 23:00,6.9,7.1,6.7,67,0.0,10.8,329,21.6,0,22:30 - 23:00,6.9,7.1,6.7,67,0.0,10.8,329,21.6,0,,,
WN,Monistrol de Montserrat - Montserrat - Sant Dimes,MONISTROL_DE_MONTSERRAT___MONTSERRAT___SANT_DIMES_,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:31:34,00:00,https://www.meteo.cat/observacions/xema/dades?codi=WN&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (6 m) km/h, DVM (6 m) graus, VVX (6 m) km/h, RS W/m 2",,,297,,58,,0.0,22:00 - 22:30,0,8.0,7.1,8.5,,,10.8,,,23.0,22:00 - 22:30,8.0,8.5,7.1,58,0.0,10.8,297,23.0,0,22:00 - 22:30,8.0,8.5,7.1,58,0.0,10.8,297,23.0,0,,,
YF,Mont-roig del Camp - Miami Platja,MONT_ROIG_DEL_CAMP___MIAMI_PLATJA_YF,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:31:36,16:00,https://www.meteo.cat/observacions/xema/dades?codi=YF&dia=2026-02-07T16:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",205,,,,58,1007.7,0.0,15:30 - 16:00,86,13.7,13.5,13.8,8.3,,,18.7,,,15:30 - 16:00,13.7,13.8,13.5,58,0.0,8.3,205,18.7,1007.7,15:30 - 16:00,13.7,13.8,13.5,58,0.0,8.3,205,18.7,1007.7,86,86,
YF,Mont-roig del Camp - Miami Platja,MONT_ROIG_DEL_CAMP___MIAMI_PLATJA_YF,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:31:38,00:00,https://www.meteo.cat/observacions/xema/dades?codi=YF&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",198,,,,81,1003.6,0.0,23:30 - 00:00,0,10.0,9.6,10.7,8.3,,,18.0,,,23:30 - 00:00,10.0,10.7,9.6,81,0.0,8.3,198,18.0,1003.6,23:30 - 00:00,10.0,10.7,9.6,81,0.0,8.3,198,18.0,1003.6,0,0,
YF,Mont-roig del Camp - Miami Platja,MONT_ROIG_DEL_CAMP___MIAMI_PLATJA_YF,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:31:38,00:00,https://www.meteo.cat/observacions/xema/dades?codi=YF&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",248,,,,81,1003.2,0.0,23:00 - 23:30,0,9.9,9.3,10.3,7.6,,,17.3,,,23:00 - 23:30,9.9,10.3,9.3,81,0.0,7.6,248,17.3,1003.2,23:00 - 23:30,9.9,10.3,9.3,81,0.0,7.6,248,17.3,1003.2,0,0,
YF,Mont-roig del Camp - Miami Platja,MONT_ROIG_DEL_CAMP___MIAMI_PLATJA_YF,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:31:38,00:00,https://www.meteo.cat/observacions/xema/dades?codi=YF&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",264,,,,76,1003.0,0.0,22:30 - 23:00,0,10.8,9.6,11.5,6.8,,,15.5,,,22:30 - 23:00,10.8,11.5,9.6,76,0.0,6.8,264,15.5,1003.0,22:30 - 23:00,10.8,11.5,9.6,76,0.0,6.8,264,15.5,1003.0,0,0,
YF,Mont-roig del Camp - Miami Platja,MONT_ROIG_DEL_CAMP___MIAMI_PLATJA_YF,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:31:38,00:00,https://www.meteo.cat/observacions/xema/dades?codi=YF&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",303,,,,70,1002.7,0.0,22:00 - 22:30,0,11.4,11.0,11.8,10.4,,,22.0,,,22:00 - 22:30,11.4,11.8,11.0,70,0.0,10.4,303,22.0,1002.7,22:00 - 22:30,11.4,11.8,11.0,70,0.0,10.4,303,22.0,1002.7,0,0,
Z9,Montellà i Martinet - Cadí Nord (2.143 m) - Prat D'aguiló,MONTELLA_I_MARTINET___CADI_NORD_2143_M___PRAT_DAGU,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:31:41,16:00,https://www.meteo.cat/observacions/xema/dades?codi=Z9&dia=2026-02-07T16:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",233,,,171,75,,0.0,15:30 - 16:00,275,-3.6,-4.0,-3.0,6.5,,,13.7,,,15:30 - 16:00,-3.6,-3.0,-4.0,75,0.0,171,6.5,233,13.7,15:30 - 16:00,-3.6,-3.0,-4.0,75,0.0,171,6.5,233,13.7,275,275,
Z9,Montellà i Martinet - Cadí Nord (2.143 m) - Prat D'aguiló,MONTELLA_I_MARTINET___CADI_NORD_2143_M___PRAT_DAGU,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:31:42,00:00,https://www.meteo.cat/observacions/xema/dades?codi=Z9&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",248,,,171,94,,2.5,23:30 - 00:00,0,-3.4,-3.4,-3.3,9.7,,,18.0,,,23:30 - 00:00,-3.4,-3.3,-3.4,94,2.5,171,9.7,248,18.0,23:30 - 00:00,-3.4,-3.3,-3.4,94,2.5,171,9.7,248,18.0,0,0,
Z9,Montellà i Martinet - Cadí Nord (2.143 m) - Prat D'aguiló,MONTELLA_I_MARTINET___CADI_NORD_2143_M___PRAT_DAGU,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:31:42,00:00,https://www.meteo.cat/observacions/xema/dades?codi=Z9&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",239,,,170,94,,1.8,23:00 - 23:30,0,-3.4,-3.4,-3.4,8.6,,,17.6,,,23:00 - 23:30,-3.4,-3.4,-3.4,94,1.8,170,8.6,239,17.6,23:00 - 23:30,-3.4,-3.4,-3.4,94,1.8,170,8.6,239,17.6,0,0,
Z9,Montellà i Martinet - Cadí Nord (2.143 m) - Prat D'aguiló,MONTELLA_I_MARTINET___CADI_NORD_2143_M___PRAT_DAGU,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:31:42,00:00,https://www.meteo.cat/observacions/xema/dades?codi=Z9&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",241,,,167,94,,0.0,22:30 - 23:00,0,-3.5,-3.7,-3.4,6.1,,,11.9,,,22:30 - 23:00,-3.5,-3.4,-3.7,94,0.0,167,6.1,241,11.9,22:30 - 23:00,-3.5,-3.4,-3.7,94,0.0,167,6.1,241,11.9,0,0,
Z9,Montellà i Martinet - Cadí Nord (2.143 m) - Prat D'aguiló,MONTELLA_I_MARTINET___CADI_NORD_2143_M___PRAT_DAGU,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:31:42,00:00,https://www.meteo.cat/observacions/xema/dades?codi=Z9&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, GN cm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",247,,,168,92,,0.0,22:00 - 22:30,0,-3.7,-3.8,-3.6,4.0,,,11.2,,,22:00 - 22:30,-3.7,-3.6,-3.8,92,0.0,168,4.0,247,11.2,22:00 - 22:30,-3.7,-3.6,-3.8,92,0.0,168,4.0,247,11.2,0,0,
V4,Montesquiu,MONTESQUIU_V4,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:31:44,16:00,https://www.meteo.cat/observacions/xema/dades?codi=V4&dia=2026-02-07T16:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,47,,0.0,15:30 - 16:00,,11.4,10.8,11.9,,,,,,,15:30 - 16:00,11.4,11.9,10.8,47,0.0,,,,,15:30 - 16:00,11.4,11.9,10.8,47,0.0,,,,,,,
V4,Montesquiu,MONTESQUIU_V4,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:31:46,00:00,https://www.meteo.cat/observacions/xema/dades?codi=V4&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,86,,0.0,23:30 - 00:00,,5.5,4.3,5.9,,,,,,,23:30 - 00:00,5.5,5.9,4.3,86,0.0,,,,,23:30 - 00:00,5.5,5.9,4.3,86,0.0,,,,,,,
V4,Montesquiu,MONTESQUIU_V4,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:31:46,00:00,https://www.meteo.cat/observacions/xema/dades?codi=V4&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,85,,0.0,23:00 - 23:30,,5.4,5.1,5.8,,,,,,,23:00 - 23:30,5.4,5.8,5.1,85,0.0,,,,,23:00 - 23:30,5.4,5.8,5.1,85,0.0,,,,,,,
V4,Montesquiu,MONTESQUIU_V4,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:31:46,00:00,https://www.meteo.cat/observacions/xema/dades?codi=V4&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,88,,0.0,22:30 - 23:00,,4.6,4.1,5.1,,,,,,,22:30 - 23:00,4.6,5.1,4.1,88,0.0,,,,,22:30 - 23:00,4.6,5.1,4.1,88,0.0,,,,,,,
V4,Montesquiu,MONTESQUIU_V4,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:31:46,00:00,https://www.meteo.cat/observacions/xema/dades?codi=V4&dia=2026-02-06T00:00Z,6,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm",,,,,83,,0.0,22:00 - 22:30,,5.3,4.2,6.1,,,,,,,22:00 - 22:30,5.3,6.1,4.2,83,0.0,,,,,22:00 - 22:30,5.3,6.1,4.2,83,0.0,,,,,,,
XA,Montmaneu - la Panadella,MONTMANEU___LA_PANADELLA_XA,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:31:48,16:00,https://www.meteo.cat/observacions/xema/dades?codi=XA&dia=2026-02-07T16:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",286,,,,63,1008.5,0.0,15:30 - 16:00,108,6.8,6.6,7.3,13.3,,,26.3,,,15:30 - 16:00,6.8,7.3,6.6,63,0.0,13.3,286,26.3,1008.5,15:30 - 16:00,6.8,7.3,6.6,63,0.0,13.3,286,26.3,1008.5,108,108,
XA,Montmaneu - la Panadella,MONTMANEU___LA_PANADELLA_XA,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:31:49,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XA&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",298,,,,100,1004.7,0.0,23:30 - 00:00,0,4.2,4.2,4.3,15.5,,,27.4,,,23:30 - 00:00,4.2,4.3,4.2,100,0.0,15.5,298,27.4,1004.7,23:30 - 00:00,4.2,4.3,4.2,100,0.0,15.5,298,27.4,1004.7,0,0,
XA,Montmaneu - la Panadella,MONTMANEU___LA_PANADELLA_XA,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:31:49,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XA&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",298,,,,100,1004.9,0.0,23:00 - 23:30,0,4.3,4.2,4.4,15.8,,,25.6,,,23:00 - 23:30,4.3,4.4,4.2,100,0.0,15.8,298,25.6,1004.9,23:00 - 23:30,4.3,4.4,4.2,100,0.0,15.8,298,25.6,1004.9,0,0,
XA,Montmaneu - la Panadella,MONTMANEU___LA_PANADELLA_XA,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:31:49,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XA&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",296,,,,99,1005.1,0.0,22:30 - 23:00,0,4.4,4.2,4.6,15.8,,,25.2,,,22:30 - 23:00,4.4,4.6,4.2,99,0.0,15.8,296,25.2,1005.1,22:30 - 23:00,4.4,4.6,4.2,99,0.0,15.8,296,25.2,1005.1,0,0,
XA,Montmaneu - la Panadella,MONTMANEU___LA_PANADELLA_XA,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:31:49,00:00,https://www.meteo.cat/observacions/xema/dades?codi=XA&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",294,,,,96,1004.8,0.0,22:00 - 22:30,0,5.1,4.7,5.3,13.0,,,19.4,,,22:00 - 22:30,5.1,5.3,4.7,96,0.0,13.0,294,19.4,1004.8,22:00 - 22:30,5.1,5.3,4.7,96,0.0,13.0,294,19.4,1004.8,0,0,
CY,Muntanyola,MUNTANYOLA_CY,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:31:52,16:00,https://www.meteo.cat/observacions/xema/dades?codi=CY&dia=2026-02-07T16:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",240,,,,60,1005.9,0.0,15:30 - 16:00,221,8.3,7.9,8.7,20.9,,,36.7,,,15:30 - 16:00,8.3,8.7,7.9,60,0.0,20.9,240,36.7,1005.9,15:30 - 16:00,8.3,8.7,7.9,60,0.0,20.9,240,36.7,1005.9,221,221,
CY,Muntanyola,MUNTANYOLA_CY,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:31:53,00:00,https://www.meteo.cat/observacions/xema/dades?codi=CY&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",262,,,,76,1002.3,0.0,23:30 - 00:00,0,6.1,6.1,6.2,20.2,,,37.4,,,23:30 - 00:00,6.1,6.2,6.1,76,0.0,20.2,262,37.4,1002.3,23:30 - 00:00,6.1,6.2,6.1,76,0.0,20.2,262,37.4,1002.3,0,0,
CY,Muntanyola,MUNTANYOLA_CY,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:31:53,00:00,https://www.meteo.cat/observacions/xema/dades?codi=CY&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",258,,,,77,1002.5,0.0,23:00 - 23:30,0,6.0,5.9,6.2,20.2,,,34.9,,,23:00 - 23:30,6.0,6.2,5.9,77,0.0,20.2,258,34.9,1002.5,23:00 - 23:30,6.0,6.2,5.9,77,0.0,20.2,258,34.9,1002.5,0,0,
CY,Muntanyola,MUNTANYOLA_CY,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:31:53,00:00,https://www.meteo.cat/observacions/xema/dades?codi=CY&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",251,,,,71,1002.5,0.0,22:30 - 23:00,0,6.5,6.2,6.6,25.9,,,40.7,,,22:30 - 23:00,6.5,6.6,6.2,71,0.0,25.9,251,40.7,1002.5,22:30 - 23:00,6.5,6.6,6.2,71,0.0,25.9,251,40.7,1002.5,0,0,
CY,Muntanyola,MUNTANYOLA_CY,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:31:53,00:00,https://www.meteo.cat/observacions/xema/dades?codi=CY&dia=2026-02-06T00:00Z,11,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, PM hPa, RS W/m 2",253,,,,68,1002.3,0.0,22:00 - 22:30,0,6.8,6.6,7.0,22.3,,,34.6,,,22:00 - 22:30,6.8,7.0,6.6,68,0.0,22.3,253,34.6,1002.3,22:00 - 22:30,6.8,7.0,6.6,68,0.0,22.3,253,34.6,1002.3,0,0,
Y5,Navata,NAVATA_Y5,2026-02-07,15:30 - 16:00,NO,OK,2026-02-07 16:31:56,16:00,https://www.meteo.cat/observacions/xema/dades?codi=Y5&dia=2026-02-07T16:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",121,,,,55,,0.0,15:30 - 16:00,149,13.8,13.3,14.1,9.7,,,14.4,,,15:30 - 16:00,13.8,14.1,13.3,55,0.0,9.7,121,14.4,149,15:30 - 16:00,13.8,14.1,13.3,55,0.0,9.7,121,14.4,149,,,
Y5,Navata,NAVATA_Y5,2026-02-06,23:30 - 00:00,SÍ,OK,2026-02-07 16:31:57,00:00,https://www.meteo.cat/observacions/xema/dades?codi=Y5&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",235,,,,100,,0.0,23:30 - 00:00,0,7.1,6.7,7.4,4.3,,,8.3,,,23:30 - 00:00,7.1,7.4,6.7,100,0.0,4.3,235,8.3,0,23:30 - 00:00,7.1,7.4,6.7,100,0.0,4.3,235,8.3,0,,,
Y5,Navata,NAVATA_Y5,2026-02-06,23:00 - 23:30,SÍ,OK,2026-02-07 16:31:57,00:00,https://www.meteo.cat/observacions/xema/dades?codi=Y5&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",323,,,,100,,0.0,23:00 - 23:30,0,7.1,6.7,7.3,4.7,,,9.4,,,23:00 - 23:30,7.1,7.3,6.7,100,0.0,4.7,323,9.4,0,23:00 - 23:30,7.1,7.3,6.7,100,0.0,4.7,323,9.4,0,,,
Y5,Navata,NAVATA_Y5,2026-02-06,22:30 - 23:00,SÍ,OK,2026-02-07 16:31:57,00:00,https://www.meteo.cat/observacions/xema/dades?codi=Y5&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",164,,,,97,,0.0,22:30 - 23:00,0,7.7,7.3,7.8,7.6,,,11.9,,,22:30 - 23:00,7.7,7.8,7.3,97,0.0,7.6,164,11.9,0,22:30 - 23:00,7.7,7.8,7.3,97,0.0,7.6,164,11.9,0,,,
Y5,Navata,NAVATA_Y5,2026-02-06,22:00 - 22:30,SÍ,OK,2026-02-07 16:31:57,00:00,https://www.meteo.cat/observacions/xema/dades?codi=Y5&dia=2026-02-06T00:00Z,10,"Període TU, TM °C, TX °C, TN °C, HRM %, PPT mm, VVM (10 m) km/h, DVM (10 m) graus, VVX (10 m) km/h, RS W/m 2",143,,,,100,,0.0,22:00 - 22:30,0,7.6,7.3,7.8,5.8,,,11.5,,,22:00 - 22:30,7.6,7.8,7.3,100,0.0,5.8,143,11.5,0,22:00 - 22:30,7.6,7.8,7.3,100,0.0,5.8,143,11.5,0,,,
